 79449 1469.03  876.50 14.625  0.775 13.850  82   0 0.009 1049   0 0.006
 79456 1541.83 1026.45 17.418  3.358 14.060  82   0 0.016 1048   1 0.007
 79458 1539.83 1087.82 16.034  2.571 13.464  82   0 0.010 1047   2 0.006
 79474 1644.74  763.94 18.672  4.390 14.282  82   0 0.051 1047   1 0.018
 79475 1488.67  805.42 18.124  3.221 14.902  82   0 0.020 1047   1 0.007
 79478 1537.76  836.02 17.456  2.714 14.742  82   0 0.011 1046   3 0.006
 79481 1486.44  887.87 16.058  1.481 14.577  82   0 0.009 1047   2 0.007
 79482 1611.08  915.87 18.512  3.987 14.525  82   0 0.029 1048   1 0.009
 79490 1505.63 1101.30 18.458  4.042 14.416  82   0 0.029 1049   0 0.009
 79491 1466.24 1112.92 17.211  2.512 14.699  82   0 0.011 1046   3 0.006
 79519 1617.43  797.27 18.538  3.129 15.409  82   0 0.019 1045   3 0.007
 79522 1473.78  811.19 18.274  2.713 15.561  81   1 0.022 1043   4 0.009
 79523 1496.99  815.77 18.925  3.225 15.700  81   0 0.031 1034   3 0.010
 79524 1631.03  841.31 18.410  2.784 15.626  82   0 0.023 1046   1 0.009
 79525 1475.83  851.62 18.461  2.599 15.863  82   0 0.019 1044   1 0.010
 79527 1486.38  882.04 18.398  3.333 15.065  82   0 0.035 1045   3 0.008
 79528 1607.61  881.98 18.481  2.626 15.855  81   0 0.028 1042   4 0.013
 79531 1560.16  903.26 18.195  2.679 15.516  82   0 0.019 1047   1 0.007
 79535 1529.77  933.48 18.960  3.025 15.935  81   0 0.034 1036   1 0.009
 79539 1476.56  956.57 17.893  2.511 15.382  82   0 0.018 1029   2 0.007
 79542 1537.78  984.30 17.611  2.466 15.145  82   0 0.012 1048   0 0.006
 79544 1572.09  992.20 17.871  2.431 15.440  82   0 0.014 1047   2 0.007
 79548 1450.78 1029.84 18.333  2.547 15.786  82   0 0.020 1046   2 0.010
 79549 1584.89 1033.59 16.669  1.375 15.293  82   0 0.009 1041   3 0.007
 79554 1480.46 1073.00 18.819  2.928 15.891  80   0 0.031 1037   3 0.009
 79558 1490.68 1096.58 18.365  2.984 15.381  80   2 0.025 1029   3 0.007
 79560 1629.88 1100.92 17.930  2.559 15.371  82   0 0.014 1030   1 0.007
 79566 1497.65  812.01 19.189  2.711 16.478  82   0 0.052 1031   3 0.017
 79567 1451.13 1034.33 19.282  2.394 16.888  82   0 0.055 1025   1 0.020
 79644 1475.92  745.10 19.371  3.105 16.266  80   0 0.050 1026   1 0.012
 79645 1594.41  753.55 18.965  2.560 16.406  80   0 0.033 1024   4 0.012
 79646 1517.33  755.01 19.241  2.701 16.540  79   0 0.041 1014   3 0.012
 79653 1518.86  776.53 19.666  2.951 16.715  78   0 0.043 1017   1 0.013
 79655 1535.56  779.25 19.423  2.843 16.580  80   0 0.049 1014   0 0.013
 79657 1581.08  782.80 18.889  2.594 16.295  81   0 0.034 1024   1 0.012
 79670 1614.15  808.70 18.785  2.660 16.125  80   0 0.026 1016   2 0.010
 79673 1521.04  818.85 19.461  2.593 16.868  79   0 0.056 1015   4 0.017
 79677 1461.32  824.31 99.999  9.999 16.428   0   0 9.999 1019   5 0.012
 79679 1578.06  827.66 19.707  2.910 16.797  78   0 0.059 1017   3 0.015
