 72056 1419.80  168.16 99.999  9.999 17.224   0   0 9.999  772   3 0.066
 72057 1422.69  167.04 99.999  9.999 17.447   0   0 9.999  757   3 0.094
 72058 1417.23  168.81 99.999  9.999 17.682   0   0 9.999  784   3 0.089
 72059 1492.22  170.58 99.999  9.999 17.301   0   0 9.999  812   3 0.035
 72060 1533.69  171.24 99.999  9.999 17.690   0   0 9.999  807   9 0.036
 72061 1472.90  174.40 99.999  9.999 16.916   0   0 9.999  892   1 0.017
 72062 1572.57  173.51 99.999  9.999 17.595   0   0 9.999  871   4 0.029
 72063 1553.47  174.97 99.999  9.999 16.964   0   0 9.999  892   1 0.028
 72064 1557.92  175.05 99.999  9.999 16.880   0   0 9.999  891   2 0.028
 72067 1328.70  179.93 99.999  9.999 17.527   0   0 9.999  970   1 0.034
 72068 1539.96  177.00 99.999  9.999 18.070   0   0 9.999  921   3 0.065
 72070 1499.49  184.87 99.999  9.999 16.940   0   0 9.999 1056   3 0.017
 72071 1523.69  186.07 99.999  9.999 17.388   0   0 9.999 1073   4 0.026
 72074 1643.89  189.05 99.999  9.999 17.333   0   0 9.999 1126   2 0.040
 72078 1428.40  201.95 20.556  2.469 18.087  31   0 0.398 1393   5 0.064
 72081 1564.99  201.37 19.451  1.761 17.690  30   2 0.100 1392   4 0.030
 72083 1402.38  208.01 20.423  3.407 17.016  37   1 0.135 1540   3 0.016
 72084 1529.76  207.69 99.999  9.999 17.118   0   0 9.999 1517   3 0.196
 72085 1559.80  207.05 21.165  3.478 17.687  35   0 0.263 1502   5 0.028
 72086 1522.84  208.00 99.999  9.999 17.116   0   0 9.999 1520   8 0.139
 72087 1508.12  209.28 21.002  3.410 17.592  40   0 0.329 1597   5 0.027
 72088 1462.06  211.69 20.095  2.957 17.138  40   0 0.104 1658   8 0.018
 72093 1328.34  218.09 20.309  3.132 17.177  40   1 0.084 1840   1 0.018
 72094 1483.74  218.52 20.808  3.320 17.488  41   1 0.125 1864   3 0.024
 72096 1360.20  220.75 20.697  3.077 17.621  45   0 0.125 1916   5 0.026
 72098 1411.84  226.68 20.039  3.110 16.929  50   0 0.077 2097   6 0.015
 72099 1486.46  226.76 20.082  3.245 16.837  49   1 0.095 2099   4 0.014
 72102 1350.84  232.33 20.464  3.350 17.114  53   0 0.129 2242   6 0.017
 72104 1498.36  236.60 20.732  3.099 17.632  51   1 0.114 2352   5 0.027
 72105 1562.83  238.62 20.485  3.253 17.232  54   1 0.106 2384   6 0.020
 72106 1610.66  243.60 20.463  3.445 17.018  58   1 0.115 2476   5 0.020
 72108 1331.16  244.87 19.115  2.102 17.013  66   0 0.048 2494   5 0.017
 72109 1622.74  249.87 19.633  1.361 18.272  68   0 0.225 2570   4 0.111
 72111 1371.52  247.55 19.864  3.094 16.770  65   0 0.056 2546   3 0.013
 72112 1627.30  245.77 99.999  9.999 16.689   0   0 9.999 2519   0 0.171
 72113 1638.69  245.79 99.999  9.999 18.553   0   0 9.999 2453   3 0.213
 72114 1575.88  248.16 20.065  2.996 17.068  65   0 0.078 2556  13 0.031
 72115 1319.19  247.87 99.999  9.999 17.532   0   0 9.999 2548   3 0.054
 72116 1445.61  247.85 19.745  2.125 17.620  66   0 0.057 2544   4 0.025
 72118 1579.12  251.58 20.621  3.287 17.335  66   1 0.159 2608  10 0.100
 72120 1338.20  252.77 20.043  2.420 17.622  69   0 0.074 2625   4 0.025
 72121 1477.82  256.04 19.658  2.251 17.407  69   0 0.059 2675   5 0.024
 72122 1521.74  256.08 20.091  2.436 17.655  67   0 0.065 2671   5 0.026
 72123 1576.01  259.09 99.999  9.999 17.255   0   0 9.999 2725   4 0.174
 72124 1467.12  260.64 20.309  2.901 17.408  68   0 0.104 2749   5 0.022
 72125 1583.91  261.86 99.999  9.999 18.639   0   0 9.999 2667   1 0.271
 72127 1380.58  267.63 19.481  2.422 17.059  72   1 0.048 2837   5 0.018
 72129 1541.92  267.09 20.618  3.045 17.573  69   1 0.104 2826   5 0.024
 72130 1386.88  270.19 20.033  3.079 16.955  72   0 0.064 2881   4 0.016
 72131 1597.33  273.63 20.360  3.231 17.129  78   0 0.085 2908   6 0.018
 72135 1374.47  279.61 18.969  1.618 17.351  79   0 0.033 2975   4 0.021
 72136 1367.66  280.00 20.413  2.762 17.650  78   0 0.104 2973  10 0.027
 72137 1460.08  281.60 20.019  2.981 17.038  79   0 0.069 2987   7 0.016
 72138 1406.15  283.92 20.308  3.113 17.194  80   0 0.087 3000   9 0.018
 72139 1622.21  284.22 20.590  3.316 17.274  79   0 0.118 2999  10 0.021
 72140 1558.10  286.08 20.751  3.267 17.484  80   0 0.129 3016   9 0.025
 72141 1498.62  287.82 19.011  2.008 17.003  82   0 0.029 3039   8 0.016
 72142 1534.34  291.54 20.189  3.260 16.928  81   0 0.082 3076   4 0.016
 72143 1381.53  291.49 18.925  1.544 17.380  82   0 0.031 3071   6 0.021
 72144 1553.70  296.98 20.279  3.409 16.870  85   0 0.107 3113   7 0.022
 72145 1572.49  296.87 20.132  2.924 17.208  83   1 0.077 3107   9 0.019
 72146 1474.87  300.89 20.058  2.923 17.135  85   0 0.069 3134  10 0.020
 72147 1523.52  302.15 18.470  1.587 16.883  87   0 0.022 3151   3 0.014
