OGLE-2024-BLG-0393

Field          BLG534.30
StarNo         73080
RA(J2000.0)    17:50:58.28
Dec(J2000.0)   -30:44:22.2
Remarks        

  Tmax   2460449.512     0.419
  tau         70.467     1.354
  umin         0.247     0.004
  Amax         4.147     0.070
  Dmag         1.544     0.018
  fbl          1.000     0.000
  I_bl        19.166     0.002
  I0          19.166     0.002
